Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR77703,Earl Payne,70,Female,11892,06/15/1993,Victor Ramos,Australian,Quality Engineer,Joe Carroll,High,Jade,Commercial,19662.72,24617.6,3,175.3376,810408.88,283729.314816,97588.426752,88118.73497088,4629.1136,1028343.9712,1,1
PKR70508,Carl Knight,81,Male,26691,02/04/2015,Nicholas Cunningham,Australian,Software Test Engineer IV,Carl Anderson,High,Silver,Retail,105509.9904,42235.52,1,4025.5744,1328737.9968,528227.022336,126143.766528,268055.503872,49428.6336,1459059.7504,1,2
PKR35314,Clarence Price,77,Male,33931,01/17/1995,Jesse Evans,African,Engineer II,Peter Castillo,High,Jade,Retail,93027.8087,27700.42,1,1406.111,36983.6534,642034.66118,131564.47975,272338.4730825,7690.9532,789869.1994,0,1
PKR65265,Nicholas Ray,84,Male,38911,09/10/2007,Joe Price,Asian,Safety Technician III,Peter Castillo,Low,Silver,Retail,287612.7345,40792.8,2,3400.6236,1092748.5288,497932.0416,173193.7536,349634.89008,20724.3156,119395.7232,2,2
PKR65658,Lillian Nelson,43,Female,6213,11/18/2014,Chris Armstrong,American,General Manager,Sean Vasquez,Mid,Silver,Institutional,337642.83,25559.55,1,380.9025,869897.4345,257445.07425,222215.7483,46827.904032,46891.0215,660501.864,0,3
PKR28776,Richard Henry,63,Male,13921,05/21/2013,Phillip Peters,Australian,Professor,Sean Vasquez,Mid,Jade,Retail,136612.5,7610,1,2770.515,781474.89,624483.3726,509635.8558,133223.119488,2622.18,73545.885,3,2
PKR66161,Doris Stewart,27,Female,42392,08/14/2010,Anthony Torres,Australian,Office Assistant II,Juan Ramirez,High,Jade,Commercial,74853.5025,27744.29,2,2065.5558,41043.8259,226872.989343,112290.671493,112199.00563872,36351.4536,220870.881,1,2
PKR15278,Gerald Stone,79,Female,27177,06/23/2018,Roger Alexander,Asian,Human Resources Assistant I,Steve Sanchez,Mid,Jade,Institutional,60765.1956,27461.04,1,4526.7936,662455.368,904884.794604,331055.41266,210404.1067128,59849.6106,1808460.9066,3,2
PKR22373,Clarence Hart,52,Female,11311,03/11/2008,Douglas Tucker,African,Web Designer I,Eugene Cunningham,Mid,Jade,Retail,256845.42,74548.4,1,12549.823,1575353.2795,3386869.408065,1089482.46693,741795.4535706,66039.402,1291547.686,3,5
PKR60609,Anne Wright,69,Male,13037,12/24/2017,Chris Armstrong,Asian,Office Assistant IV,Kevin Kim,Mid,Jade,Institutional,139304.5632,15802.16,1,531.9468,234198.3556,184050.277576,112981.358512,63014.44157008,31654.1676,1097467.1312,3,2
PKR24232,Michelle Elliott,64,Male,12655,06/04/1995,Jason Duncan,Asian,Assistant Professor,Kevin Kim,Mid,Jade,Retail,162100.5529,23201.51,3,2074.3458,201708.5925,204249.005195,300592.87557,50869.563558,1915.4995,245486.3593,3,1
PKR89674,Joan Castillo,24,Female,7551,02/14/1993,Dennis Ruiz,European,Help Desk Operator,Jeremy Porter,Mid,Jade,Retail,25072.5561,12405.91,1,1304.768,111518.4328,33252.224064,12250.819392,36857.46519936,2117.6032,449389.4288,3,1
PKR62679,Lisa Garrett,63,Male,17215,03/29/2003,Anthony Simpson,Australian,Research Assistant I,Lawrence Sanchez,Low,Platinum,Retail,351000.8128,48637.6,1,6601.7952,382440.4584,845860.823808,260264.868864,622404.84354048,31525.8944,717931.6144,3,4
PKR45614,Justin Bailey,33,Male,34979,05/09/2009,Jason Duncan,Australian,Automation Specialist IV,Fred Bryant,High,Gold,Institutional,206314.5784,28171.08,1,4469.5056,312920.5317,350286.783336,135594.883872,188024.90563584,4690.0644,870305.4297,2,2
PKR35674,Alan Bennett,66,Female,12191,08/02/2016,Nicholas Simmons,American,Statistician III,Fred Bryant,Mid,Jade,Retail,121719.6288,24659.52,1,4550.144,217964.032,271006.1056,66057.73824,72324.754432,3055.616,296392.192,3,1
PKR90385,Kelly Moore,85,Female,40548,04/12/2005,Bruce Butler,European,Staff Accountant II,Steve Sanchez,Mid,Jade,Retail,191665.0176,19524.84,3,1458.3756,246196.3596,240122.723224,198039.35936,57926.5126128,17416.0784,972737.1848,3,2
PKR64752,Eric Cunningham,47,Female,7727,08/25/1992,Bruce Butler,European,Account Representative I,Steve Sanchez,High,Silver,Retail,97563.0816,9176.76,1,2519.7048,765725.4576,1259138.56032,718241.00976,160052.471928,40524.3576,1204313.5872,2,1
PKR48640,Joe Porter,79,Female,22625,09/05/1997,Anthony Berry,Asian,Biostatistician I,Jack Phillips,Mid,Platinum,Retail,91093.4424,1758.51,1,1008.1557,332428.1715,32106.068685,26834.92308,17078.5117602,4242.8286,352941.6888,2,1
PKR20725,Steven Ferguson,23,Female,9069,06/17/1997,Joe Hanson,European,Data Coordiator,Gregory Boyd,High,Gold,Institutional,94763.8536,54354.3,2,5371.7664,722990.9232,1233460.620288,842074.077312,196049.07743616,54034.8432,1761769.8384,3,3
PKR87256,Thomas Reid,82,Male,7825,04/17/2013,Douglas Tucker,Asian,Recruiting Manager,Eugene Cunningham,Mid,Gold,Retail,260184.0444,18881.84,3,6592.2974,689412.9784,2435334.302296,595693.282576,1318234.19355936,44074.4814,2616405.5902,2,3
PKR65022,Randy Simpson,50,Male,26156,03/24/2014,Joshua Ryan,European,Office Assistant II,Eric Shaw,Mid,Jade,Retail,93421.3644,14248.52,2,579.241,369735.431,146402.0246,48226.54928,117810.570384,6313.528,263523.715,2,1
PKR97042,Raymond Greene,36,Male,554,03/26/1994,Chris Armstrong,European,Budget/Accounting Analyst I,Ernest Knight,Mid,Jade,Commercial,161007.264,12394.36,1,1038.5628,244729.8876,247721.876424,317257.841736,144330.58800072,3366.2376,219686.2536,1,2
PKR99554,Russell Coleman,56,Female,29848,10/04/1994,Joshua Bennett,Asian,Safety Technician II,Steve Sanchez,High,Gold,Retail,259370.6832,56458.62,1,10316.565,812424.33,2438133.21,487626.642,1422244.3725,44822.565,706270.995,2,3
PKR75060,Donald Fields,78,Male,5897,09/14/2012,Keith Griffin,European,Programmer III,Gregory Boyd,Low,Jade,Institutional,242230.661,49757.55,2,325.2448,224641.419,519093.788428,506432.96432,131672.5707232,27583.1764,799213.2788,3,2
PKR62770,Billy Robertson,76,Female,35043,03/30/1994,Anthony Simpson,American,Help Desk Operator,Juan Ramirez,High,Jade,Institutional,271898.88,3548.4,2,2907.354,466668.822,814077.7836,415125.7572,115318.700604,77605.242,2260098.54,0,2
PKR67268,Lillian Carroll,76,Female,18798,12/05/2016,Jonathan Hawkins,Asian,Community Outreach Specialist,Lawrence Sanchez,Mid,Jade,Private Bank,212867.655,33481.5,2,3374.6375,576469.595,95070.794,51038.0052,47565.419356,5204.9075,336494.275,1,2
PKR57973,Stephen Washington,20,Female,24721,12/06/2017,Joshua Little,European,Statistician I,Fred Bryant,Low,Jade,Institutional,165420.5796,12589.42,2,9621.1632,1772435.6496,2604860.923104,907754.564112,948406.18154832,64273.44,2187287.2032,0,5
PKR89653,Matthew Nguyen,25,Female,13410,03/15/2004,Patrick Graham,European,Web Developer III,Jeremy Porter,High,Silver,Retail,21380.3968,24069.96,2,1846.2204,575073.5792,308369.869734,235251.240828,96707.33440524,9708.6524,343847.831,0,1
PKR21489,Joshua Clark,48,Male,3579,07/03/2007,Chris Armstrong,African,Budget/Accounting Analyst IV,Juan Ramirez,Mid,Platinum,Retail,237510.45,24532.2,1,2757.888,1257273.738,1393358.9922,419055.336,358292.31228,5785.101,273302.631,1,4
PKR30571,Earl Carter,49,Male,20702,05/23/1993,Bruce Butler,European,Biostatistician III,Jeremy Porter,Mid,Jade,Private Bank,150279.9599,29544.74,1,4577.013,732127.185,611167.113,244466.8452,282495.02112,21425.823,1071248.328,0,2
PKR59366,Todd Mccoy,37,Male,3730,05/05/2019,Roger Alexander,Asian,Automation Specialist III,Carl Anderson,Low,Platinum,Retail,341681.1117,7059.15,3,1290.152,131948.0714,2646971.314448,1224718.070864,675570.2907024,54910.4262,2767797.5638,2,3
PKR83619,Michelle Garcia,44,Female,2953,10/07/1995,Paul Larson,Asian,Software Engineer III,Victor Gutierrez,High,Jade,Retail,306885.6,57248,1,765.744,438755.2,177800.7112,248250.0496,96817.519344,32810.816,488406.872,2,3
PKR67029,Arthur Austin,73,Female,5863,08/13/1997,Joe Hanson,American,Community Outreach Specialist,Daniel Carroll,High,Jade,Retail,304782.624,7490.16,1,3823.1424,627444.4176,206647.94304,101982.10176,161400.0947328,26484.7968,322676.3232,0,2
PKR95869,Fred Welch,20,Male,25211,10/25/1998,Ernest Rivera,American,Automation Specialist II,Nicholas Morrison,High,Jade,Retail,71815.3074,6737.21,2,3282.9075,769275.63,484750.895625,400727.40705,299640.686949,17095.1025,493064.0325,3,2
PKR66671,Adam Knight,73,Female,10331,08/02/2000,Jonathan Hawkins,Australian,Office Assistant III,Eric Shaw,High,Jade,Institutional,295262.976,16664.32,1,4472.4992,759216.992,336955.030976,193086.590784,179949.13058752,39324.0448,1341895.5776,2,2
PKR86149,Martin Marshall,35,Male,20345,08/16/2011,Phillip Peters,American,Software Engineer I,Juan Ramirez,High,Jade,Commercial,229131.6928,17152.18,1,3523.026,457350.843,3466323.3482,849808.30472,1566778.1533864,119004.846,284163.081,0,5
PKR95415,Tina Alvarez,26,Female,26418,02/06/1996,Victor Martinez,Asian,Account Coordinator,Victor Rogers,High,Platinum,Retail,44050.0638,16904.71,1,2706.984,439352.064,581228.136,300301.2036,224547.803208,28908.936,417986.964,1,1
PKR99553,Justin Bryant,56,Female,16414,09/17/2008,Frank Brown,European,Biostatistician IV,Carl Anderson,High,Jade,Commercial,209915.0625,16256.5,1,2649.6015,353071.5825,2248046.72001,1162255.44708,458785.0449,50477.154,1377314.0745,2,2
PKR73319,Dorothy Rice,17,Female,19074,05/13/2016,Bruce Butler,European,Geologist III,Juan Ramirez,High,Gold,Retail,80085.6379,22494.52,2,207.1667,189393.8499,347282.579457,356797.170675,121311.0380295,1011.7946,355533.7104,3,1
PKR34968,Robert Thomas,59,Male,14542,09/24/1998,Ernest Rivera,Asian,Product Engineer,Victor Dean,High,Jade,Retail,138504.1875,4599,1,4919.235,171726.99,380570.295,160804.35,258895.0035,44954.1825,499117.575,0,3
PKR14715,James Lane,53,Female,36764,12/15/1992,Bobby Burton,American,Computer Systems Analyst IV,Kevin Kim,Mid,Jade,Retail,109316.4396,26015.9,1,625.4952,297293.529,568679.982066,127842.786666,159627.14845434,62604.8868,868200.057,1,2
PKR16798,Johnny Nelson,35,Female,17405,10/08/2013,Joshua Bennett,European,Automation Specialist II,Victor Dean,Mid,Gold,Retail,265028.3631,45402.12,1,1547.0271,478689.9444,1108827.78795,559903.14045,285111.4619115,75594.8943,718720.4844,2,3
PKR93663,Rose Sullivan,53,Female,17593,10/21/1993,Anthony Berry,Asian,Professor,Sean Vasquez,High,Gold,Retail,299641.4876,9720.62,2,362.9808,797452.4376,870565.340736,556194.523248,783508.8066624,26740.0224,1645955.4384,0,4
PKR67391,Kathleen Stewart,54,Female,25349,05/28/2013,Victor Martinez,Asian,GIS Technical Architect,Victor Gutierrez,Mid,Platinum,Retail,157834.4782,22631.63,1,350.9625,269137.89,194535.849375,189348.226725,67931.91860175,1691.6025,611983.05,1,2
PKR96220,Craig Ruiz,55,Female,39466,06/12/2005,Paul Larson,Asian,GIS Technical Architect,Gregory Boyd,High,Silver,Retail,56129.1115,15281.45,2,2272.4364,172354.6432,334083.20312,106093.99018,145958.2426604,28780.9828,99605.9388,0,1
PKR44913,Stephanie Lopez,19,Male,1516,12/02/2004,Ernest Rivera,European,Editor,Nicholas Morrison,Mid,Silver,Retail,146613.192,41363.52,1,2540.538,234631.5972,153198.483438,109427.48817,45959.5450314,6098.4924,1428173.9472,2,2
PKR87824,Jeremy Hunter,82,Female,12710,12/26/1995,Stephen Payne,Asian,Web Designer I,Kevin Kim,High,Jade,Retail,159264.1248,21781.76,1,1800.1984,424822.112,219285.141504,124402.147584,99416.2925184,74616.256,1990441.024,3,4
PKR46155,Annie West,44,Male,35011,10/16/2004,Shawn Cook,European,Account Representative I,Carl Anderson,Mid,Jade,Institutional,207384.1875,53205.75,1,3357.585,610026.255,1157055.6483,720622.37745,232527.5868645,42135.255,1260155.43,3,3
PKR35684,Irene Bell,83,Male,36285,01/02/2017,Ernest Rivera,European,Engineer IV,Jack Phillips,High,Jade,Private Bank,205225.2384,10022.88,1,3599.7696,602116.6704,483549.191496,410756.840088,76431.9689784,11436.768,331962.0864,1,2
PKR96387,Betty Harris,30,Female,31231,07/24/1992,Bruce Porter,European,Biostatistician III,Eric Shaw,High,Silver,Retail,119065.265,25859.35,1,4260.597,453298.879,585623.39528,504632.92572,144412.2372616,34346.895,659102.62,2,2
PKR83308,Arthur Hicks,60,Male,4004,04/07/2000,Frank Brown,European,Automation Specialist IV,Daniel Carroll,Low,Jade,Retail,419145.5488,39600,1,3865.312,2210291.072,2847399.631648,1063269.482704,820159.22301456,54966.6832,2369179.032,2,4
PKR69120,Evelyn Peterson,25,Female,4131,03/04/2015,Frank Brown,European,Director of Sales,Daniel Carroll,High,Silver,Retail,182769.5619,18068.76,1,3497.6502,967509.4297,277509.672044,158249.317116,70386.54409116,5442.7131,300184.8344,3,2
PKR47860,Jack Sanchez,65,Male,7168,01/07/2005,Jesse Evans,Australian,Social Worker,Fred Bryant,High,Jade,Institutional,235533.8916,47571.93,3,2692.2546,925870.68,1492857.10728,521477.48268,400821.908256,3163.1922,1303721.7606,2,2
PKR13419,Denise Garza,45,Male,17622,04/04/2005,Dennis Ruiz,Asian,Assistant Manager,Steve Sanchez,Low,Gold,Institutional,202929.5525,43977.3,1,579.462,710672.352,124384.22504,83468.36154,40097.54623,60366.116,778678.71,2,4
PKR56121,Daniel Crawford,78,Male,11596,06/28/2011,Frank Brown,African,Research Assistant I,Eric Shaw,High,Gold,Retail,213666.88,29340.5,1,5451.6,673674.75,2856010.5,1599365.88,265037.7744,71299.2,2655115.05,3,2
PKR38822,Roger Riley,75,Male,5169,05/31/2004,Patrick Graham,American,Sales Representative,Steve Sanchez,High,Jade,Institutional,58715.5044,14719.62,2,6588.945,1061278.686,888439.608225,506739.628395,108981.9252756,64661.8545,917115.048,3,2
PKR58923,Jeffrey Black,33,Male,30197,09/24/2002,Raymond Alexander,Australian,Geologist IV,Victor Dean,High,Jade,Retail,71704.224,37631.52,3,2471.4288,190642.8384,144206.47512,83487.95928,152555.271048,5275.5552,477246.2256,1,2
PKR66682,Mark Cox,79,Female,11059,04/22/2013,Carl Nguyen,American,Research Assistant IV,Sean Vasquez,High,Silver,Institutional,66091.9617,17906.91,1,4769.1765,77087.7246,452216.519676,249046.778952,394149.29700456,6508.8114,1069796.5896,0,2
PKR96115,Keith Larson,42,Female,28034,12/16/2017,Phillip Peters,European,Assistant Professor,Kevin Kim,High,Jade,Retail,37278.93,13131.9,2,3824.283,239843.184,599402.15376,128116.49088,401919.7342464,19662.576,765189.078,3,1
PKR40991,Terry Hayes,65,Male,19819,04/19/2009,Douglas Tucker,European,Analyst Programmer,Nicholas Ward,Low,Gold,Commercial,92216.16,40090.4,1,4887.96,1555706.2,86682.998,40703.3208,25658.167408,84028.2,1975937.36,2,3
PKR57646,Russell Holmes,85,Male,22044,01/06/2004,Bruce Butler,Asian,Human Resources Manager,Juan Ramirez,High,Gold,Private Bank,114508.9575,9772.35,2,3269.175,418626.6,671422.5,353615.85,83659.2435,15418.2,1164363.9,2,1
PKR76683,Nancy Gilbert,80,Female,25702,10/18/1995,Dennis Ruiz,American,Web Designer IV,Steve Sanchez,High,Silver,Institutional,86172.3244,2564.96,1,1796.806,118018.704,128075.883088,106327.148224,142091.7344448,23100.05,109644.4178,0,2
PKR69465,Richard Armstrong,65,Male,24393,12/22/2008,Victor Martinez,European,Budget/Accounting Analyst IV,Jeremy Porter,Low,Gold,Private Bank,81162.8928,11099.2,3,461.5872,415774.5312,162136.215072,54045.405024,130994.87997024,17879.6832,423140.4384,1,1
PKR45293,Cheryl Duncan,77,Male,7458,12/22/2008,Bobby Burton,European,Staff Accountant III,Sean Vasquez,Mid,Jade,Institutional,47428.5056,21055.44,1,2420.796,192982.006,83150.4947,56397.72684,12407.4999048,18277.364,279713.672,3,1
PKR31182,Shawn Dean,30,Male,9712,08/21/2011,Bruce Porter,European,Financial Advisor,Joe Carroll,Mid,Platinum,Private Bank,289744.1792,33890.56,2,6774.144,659253.504,1961308.544,1010828.2496,328594.616064,31477.056,1390700.48,0,2
PKR43704,Jonathan Moreno,43,Male,4938,06/20/2014,Stephen Payne,European,Teacher,Nicholas Morrison,Low,Silver,Institutional,153481.104,16824.24,1,5475.636,458409.096,195432.805224,74659.723344,111594.32765712,60153.1776,872486.3664,0,2
PKR90107,Carolyn Peterson,42,Female,10587,03/03/1999,Bruce Porter,American,Geologist IV,Fred Bryant,High,Gold,Commercial,184517.0514,11338.82,2,4505.583,67647.557,232227.41078,221426.13586,56868.7124538,7776.4038,1034413.9426,3,2
PKR65206,Gary Reynolds,85,Female,27795,12/07/2015,Phillip Peters,American,Geological Engineer,Jeremy Porter,Mid,Jade,Retail,142534.0176,5158.5,2,51.9042,847748.9122,599816.801574,164281.034826,206879.4892053,51537.8876,400565.5924,3,1
PKR97608,Samuel Bailey,73,Male,22788,05/05/2010,Jason Duncan,European,Developer I,Fred Bryant,High,Jade,Retail,133713.4344,17667.93,1,789.684,936515.9104,789183.240384,342366.258696,292636.10891592,15525.1208,1344158.1216,3,2
PKR99978,Russell Wagner,79,Male,14512,10/18/1993,Jeremy Vasquez,European,Operator,Jack Phillips,High,Jade,Commercial,442113.945,21945,1,13749.825,2538730.125,1528432.2,478908.756,675057.555,47344.2,1886286.75,2,5
PKR51034,Jonathan Harper,75,Male,19781,01/03/2005,Steve Diaz,European,Web Developer III,Victor Gutierrez,Mid,Silver,Private Bank,210223.4076,29360.74,2,7510.097,121701.279,1030505.469952,253781.197824,427659.77003008,54330.367,711150.9712,3,2
PKR77398,Russell Reyes,60,Male,27415,10/17/2009,Adam Hernandez,Australian,Dental Hygienist,Juan Ramirez,Mid,Silver,Private Bank,223156.4976,25586.19,1,1107.516,787973.9904,657031.987956,263889.896802,291140.56777788,9479.8392,269938.9812,0,2
PKR48157,Sara Thompson,79,Male,39907,06/17/2001,Shawn Wallace,European,Software Engineer I,Carl Anderson,High,Gold,Retail,346125.0147,6635.21,3,3076.6392,561119.3514,100838.155176,93368.6622,74694.92976,35345.943,341892.5976,0,3
PKR46455,Jonathan Duncan,83,Female,12805,11/06/1999,Todd Roberts,Asian,Design Engineer,Steve Sanchez,Low,Gold,Retail,96650.0864,7967.12,1,187.1492,95472.5072,211848.57078,154720.8663,65815.876203,13697.7764,211659.5152,0,1
PKR52005,Scott Franklin,19,Female,16909,10/25/2000,Nicholas Simmons,Asian,Web Designer III,Fred Bryant,Low,Silver,Institutional,309043,38055.5,1,7.644,251126.148,2588381.09712,1277598.36204,320561.0435664,90415.416,2316850.536,1,2
PKR50424,Jason Garcia,30,Male,27486,08/19/2014,Raymond Alexander,American,Tax Accountant,Eugene Cunningham,High,Gold,Retail,204852.96,25979.2,1,4597.76,607243.264,1309431.56224,675175.64928,285210.5621504,91763.712,1849181.184,3,3
PKR48222,Walter Griffin,18,Female,32800,12/22/2016,Frank Brown,Australian,VP Marketing,Lawrence Sanchez,High,Jade,Commercial,18687.5037,11913.61,2,1934.4744,99325.7856,24813.983232,18265.848768,13120.39363392,6652.2528,234551.5056,0,1
PKR48333,Walter Parker,41,Male,22276,09/09/2006,Douglas Tucker,European,Account Representative II,Sean Vasquez,High,Jade,Institutional,121744.14,18388.3,1,69.083,673352.995,531829.43198,209735.55064,436849.1897616,6280.589,782398.274,2,2
PKR62022,Phillip Adams,76,Male,34882,04/12/2018,Benjamin Kim,Asian,Health Coach I,Daniel Carroll,High,Jade,Institutional,105503.2992,23746.94,1,2309.6934,139718.1198,1311121.92465,467531.8491,504934.397028,58343.8878,1024519.9866,2,2
PKR82740,Eugene Jordan,17,Male,18725,02/06/2019,Shawn Wallace,European,Operator,Ernest Knight,Low,Silver,Institutional,101046.9852,56550.8,2,4228.4192,961441.0188,1667275.463,622292.9545,612547.612005,50695.846,1073375.3872,3,3
PKR48400,Antonio Arnold,23,Male,21186,10/26/2003,Joshua Little,Asian,Safety Technician II,Nicholas Morrison,High,Silver,Retail,201990.1422,30222.41,1,4434.9153,1174154.6486,428170.128968,178640.517384,84981.84612696,42678.5192,217613.8916,2,2
PKR40646,Elizabeth Greene,79,Male,8167,08/05/1997,Patrick Graham,American,Software Engineer I,Fred Bryant,Mid,Platinum,Retail,165248.5824,8481.88,1,294.8,25841.42,108209.2,97388.28,88082.2888,8075.1,235244.02,1,2
PKR40950,Tina Hunter,26,Female,18051,10/17/2006,Dennis Ruiz,European,Statistician III,Sean Vasquez,Low,Jade,Private Bank,429407.792,16539.6,2,149.952,656065.344,741521.088,370760.544,182908.53504,67940.928,341071.104,0,4
PKR37853,Arthur Sanders,56,Female,40683,09/23/2012,Gregory Simmons,Australian,Paralegal,Victor Gutierrez,High,Silver,Retail,140967.36,52781.6,1,2087.008,359976.848,677419.0808,677419.0808,143665.631032,19850.6,818477.968,0,3
PKR91954,Adam Chapman,42,Female,8393,08/06/2015,Shawn Long,Asian,Web Designer II,Jeremy Porter,High,Gold,Private Bank,115916.6437,19367.2,2,3469.9409,209574.5567,375760.722866,189991.37673,276331.9023773,6797.9001,494876.6413,3,1
PKR30253,Brian Payne,45,Male,28262,06/04/2018,Joshua Ryan,European,Account Representative II,Carl Anderson,Mid,Silver,Retail,114733.1328,7229.12,1,1232.848,91949.024,550649.796,258235.7664,78989.76384,36592.896,999849.008,1,1
PKR82997,Philip Watkins,73,Male,23468,04/18/2001,Joe Hanson,Australian,Recruiter,Peter Castillo,Low,Jade,Retail,251704.6875,30770.25,1,9856.35,136945.2,2214193.38,553548.345,1141100.37405,27807.15,726660.9,3,3
PKR75882,George Reid,30,Male,11651,09/25/2001,Dennis Ruiz,European,Automation Specialist II,Joe Carroll,High,Platinum,Retail,282952.6752,52922.58,1,8432.6256,727530.482,481184.562586,126627.51647,246923.6571165,92195.9192,2413215.0952,2,3
PKR31953,Lawrence Wilson,67,Male,14561,03/18/2001,Chris Armstrong,American,Geologist IV,Fred Bryant,Mid,Platinum,Private Bank,180332.334,43263.48,3,8812.401,2226593.538,869859.48075,325495.8057,155564.547138,16334.799,2847340.08,2,3
PKR69875,Harold Graham,76,Male,3160,03/12/2019,Chris Armstrong,European,Analog Circuit Design manager,Juan Ramirez,Low,Silver,Commercial,45199.2592,29204.84,1,1838.5596,268609.5216,67632.208092,97690.967244,27278.32393044,10005.984,82071.4464,0,1
PKR57328,Jason Green,35,Male,42666,04/17/1996,Anthony Berry,American,Software Consultant,Fred Bryant,Mid,Jade,Retail,51431.3467,24151.17,3,3418.0352,587904.0384,788559.560704,314191.699968,265646.00201216,28252.9536,208792.192,1,1
PKR70068,Wanda Smith,75,Female,3115,04/24/2004,Joshua Bennett,Asian,Programmer Analyst IV,Victor Rogers,High,Jade,Retail,111317.58,33229.8,2,3369.465,745633.35,229870.476,200614.2336,215158.765536,6517.665,898980.39,2,4
PKR57357,Amanda Miller,26,Male,33955,04/10/2010,Dennis Morris,American,Accountant IV,Steve Sanchez,Mid,Silver,Institutional,108265.002,9449.46,1,2555.9256,410837.3344,145605.379456,44314.680704,100277.79176448,7987.3112,429344.1096,0,1
PKR79088,Alan Cole,75,Male,17836,02/13/2003,Stephen Payne,European,Financial Analyst,Nicholas Ward,Low,Gold,Retail,134574.348,58154.06,3,10211.296,356455.552,2100661.0432,380744.81408,997420.1215744,106490.016,1097745.28,2,4
PKR57637,Anna Warren,81,Male,7753,01/09/2018,Victor Martinez,Australian,Systems Administrator II,Nicholas Ward,Mid,Jade,Institutional,188217.2432,29859.52,2,589.904,164965.568,166547.6736,164465.82768,38909.7002448,13642.496,849630.672,3,2
PKR94614,Karen Hayes,27,Female,4604,02/12/1998,Paul Larson,Asian,Account Coordinator,Victor Dean,High,Jade,Private Bank,368461.7181,8461.26,1,5088.7035,1183891.5855,189500.5368,69111.96048,186134.1154992,62583.9615,1661704.389,1,3
PKR16622,Fred Fernandez,48,Male,3111,05/14/1995,Samuel Fowler,European,Nuclear Power Engineer,Eric Shaw,High,Jade,Private Bank,180788.004,8935.04,1,6572.48,1157401.1424,869732.474752,463475.858256,57619.77645232,54093.608,1228270.656,1,2
PKR36995,Phillip Scott,40,Female,26859,06/28/2018,Keith Griffin,European,Structural Analysis Engineer,Jeremy Porter,High,Silver,Retail,94643.6076,35530.34,1,1454.706,225598.78,448672.114,265124.431,101359.10939,16672.172,250634.318,1,2
PKR86491,Adam Howard,37,Female,25211,02/22/2012,Paul Larson,European,Design Engineer,Carl Anderson,High,Silver,Institutional,208842.24,26716.8,1,3752.952,93611.268,49719.3249,40781.0193,17195.065398,41560.686,1280085.576,1,2
PKR59827,Kenneth Grant,72,Male,2982,03/24/2011,Joshua Bennett,European,Administrative Assistant IV,Victor Gutierrez,High,Jade,Retail,166815.5391,17196.58,1,2543.3174,0,253759.06772,253759.06772,167218.4753148,31805.1468,656415.9222,3,4
PKR74969,Louis Price,50,Female,40049,10/20/2003,Joe Price,African,Automation Specialist I,Nicholas Ward,Mid,Gold,Retail,29881.2481,6799.49,2,4244.8916,328365.972,974755.484488,287085.519404,395777.43233184,2712.8844,121018.8452,0,1
PKR21853,Ernest Gutierrez,55,Male,4150,05/28/1993,Ernest Rivera,European,Automation Specialist IV,Victor Rogers,High,Gold,Retail,295246.0728,48798.54,3,3319.8417,572098.5585,635126.82471,518321.89143,122791.1861106,44293.6053,675214.2558,2,2
PKR23903,Adam Fisher,83,Female,13340,07/26/2011,Shawn Cook,Asian,Structural Analysis Engineer,Nicholas Morrison,High,Silver,Institutional,427085.6535,23309.91,1,7634.598,1276408.7724,913709.354538,338791.108986,405830.68297626,26682.378,1760206.1241,2,4
PKR68777,Joseph Bradley,23,Male,29201,04/09/2001,Douglas Tucker,Asian,Web Designer IV,Nicholas Ward,Mid,Silver,Private Bank,184915.9287,27065.2,1,2620.9224,529717.7088,541630.836288,594289.389816,154816.14737232,14453.6688,872754.8904,1,2
PKR81707,Jonathan Rodriguez,27,Male,410,07/21/1993,Shawn Long,Asian,Account Representative II,Carl Anderson,High,Jade,Institutional,129198.4512,5012,2,1833.1152,66204.964,355267.559192,199588.5164,219547.36804,24483.4016,1117017.0704,3,2
PKR97656,Christina Boyd,35,Female,16855,08/27/2014,Benjamin Kim,American,Accountant III,Eric Shaw,High,Jade,Institutional,78862.1676,33395.73,1,1133.3196,113710.554,1044347.892336,357785.852004,749319.61275108,27711.234,745831.4112,0,2
PKR55034,Rebecca Fowler,17,Female,1115,06/23/2010,Paul Larson,European,Computer Systems Analyst II,Ernest Knight,High,Gold,Institutional,108125.2224,6694.92,2,1120.1976,49795.4808,75106.640808,84017.598192,37222.34198688,14035.8168,358276.32,1,1
PKR96166,George Simmons,67,Male,42425,09/30/2014,Paul Larson,Asian,Administrative Assistant III,Eric Shaw,Mid,Silver,Private Bank,84951.9216,13223.6,1,681.785,214777.303,170981.8214,158912.51636,51535.9325208,19774.859,325713.778,0,1
PKR96324,Laura Fox,22,Female,41943,05/07/2011,James Castillo,European,Social Worker,Nicholas Morrison,High,Gold,Retail,336120.7304,22770.02,2,7766.1584,1430031.8032,198246.624576,173465.796504,63213.63960912,68913.6448,1320916.3968,1,4
